pulv_particle_size,pulv_temp,pulv_quality,mixer_particle_size,mixer_temp,mixer_quality
147.47765,35.10312,97.247765,316.90295,40.305336,85.80971
128.211,37.92696,95.3211,333.197,58.886826,84.1803
169.64078,36.682716,99.46408,319.80627,56.890976,85.51937
171.41847,38.163826,99.641846,252.84938,73.405556,65.40395
153.96574,32.817276,97.896576,156.63284,65.2205,87.72229
130.76596,36.927143,95.5766,258.0987,40.594162,91.69013
149.88545,33.83575,97.48855,193.7971,57.58691,98.12029
144.87624,34.217804,96.987625,376.20844,51.51394,79.87916
143.86568,33.862034,96.886566,304.43484,54.711666,87.05652
166.05612,32.797665,99.10561,196.62167,43.90548,97.83783
142.00781,35.70512,96.70078,169.61661,45.894356,99.46166
166.6624,37.785103,99.16624,324.72855,67.043816,70.939514
133.62236,33.128563,95.862236,384.56885,50.729515,79.04311
152.45467,35.01764,97.74547,154.60329,73.05209,71.85614
184.58357,35.70515,99.04164,363.69528,63.731087,73.6683
133.85753,35.78911,95.88575,362.89474,53.83641,81.210526
136.72566,36.703472,96.17257,260.6807,50.430367,91.43193
136.59183,35.62065,96.15918,250.47615,62.169426,88.11353
140.42986,33.849052,96.542984,308.2436,47.30555,86.675644
151.95258,36.708073,97.69526,207.35458,56.769653,96.76454
159.53287,33.650692,98.453285,208.87708,58.29333,96.61229
120.8648,36.32177,94.58648,301.98984,56.192444,87.30102
134.87785,34.20408,95.987785,320.84442,65.65375,74.10806
153.00212,37.73219,97.80021,143.3257,57.57525,96.83257
162.14037,35.295937,98.714035,314.81927,46.938343,86.018074
140.45882,36.805237,96.54588,246.15628,60.2571,92.37017
138.44713,34.299374,96.34471,269.4681,44.57448,90.55319
118.757126,32.238358,94.37571,92.1067,63.41844,84.87379
152.38235,35.658867,97.738235,392.2197,36.073967,78.27803
146.88861,34.32972,97.18886,309.2954,46.07366,86.57046
154.45541,33.795444,97.94554,321.66443,68.15126,69.03104
174.55486,35.884487,99.95548,261.60785,50.160995,91.33922
136.9655,34.896137,96.19655,172.85971,66.92132,85.94334
126.41248,33.298565,95.14125,178.95464,72.94247,73.719604
139.28079,33.27543,96.42808,241.63168,62.774586,87.78766
136.94402,32.83436,96.194405,212.11378,63.486813,89.314995
144.87764,34.264053,96.98776,224.61147,53.8222,95.03886
154.62123,36.806137,97.96212,297.9085,60.0608,87.587555
127.2528,33.200275,95.22528,318.8866,39.468132,85.61134
140.35379,37.069794,96.53538,179.59302,58.70379,99.540695
130.33554,36.171738,95.533554,414.6096,52.448715,76.03904
172.45932,34.69457,99.74593,180.25174,63.283714,92.907394
158.55812,34.90197,98.35581,311.12073,61.1793,84.02933
171.77953,35.194344,99.677956,224.83482,56.28288,95.01652
166.65553,38.32623,99.16555,214.83223,37.061302,96.01678
131.1424,33.20348,95.61424,298.14923,57.291046,87.685074
132.42677,31.952625,95.742676,95.312416,73.26181,65.50762
129.54796,37.63307,95.454796,169.98653,48.294296,99.49865
160.34007,36.656425,98.534004,109.43848,56.04528,93.44385
145.63191,36.26239,97.063194,355.35938,55.94256,81.964066
156.65883,30.955439,98.165886,314.48697,60.666164,84.71897
144.78856,35.506344,96.97886,176.31123,53.377174,99.86887
149.2093,38.81064,97.42093,303.6919,55.196365,87.13081
129.66766,33.509212,95.46677,127.15221,49.588524,95.21522
161.95958,33.497192,98.69596,284.5626,63.570503,81.90273
137.81827,37.06591,96.28183,140.90846,55.706024,96.59084
138.13327,37.15966,96.313324,181.89616,39.88295,99.31039
140.05739,35.303577,96.50574,350.99078,56.419357,82.400925
117.19293,35.98719,94.21929,53.417187,58.000046,87.84172
154.32874,33.683495,97.93288,203.86996,71.42952,74.25397
170.17642,38.930794,99.51764,142.39397,56.281303,96.739395
161.95409,35.27069,98.69541,101.365005,62.376816,87.882866
133.85329,32.13252,95.88533,111.99133,64.95067,83.7978
155.43095,34.932575,98.0431,383.10764,67.65364,63.881958
129.56705,33.974697,95.4567,220.2647,60.534393,94.40475
153.1388,37.272533,97.81388,326.37143,57.673824,84.862854
146.30188,33.674316,97.13019,193.57355,67.99118,82.160286
150.13622,35.506996,97.51362,243.97212,61.915527,89.271736
151.90295,33.743385,97.69029,178.46017,56.90551,99.653984
156.23468,37.055847,98.12347,183.86954,55.714424,99.113045
149.57617,35.88689,97.45762,239.96385,49.346924,93.50362
125.85828,34.832977,95.08583,178.08997,62.320587,95.04983
171.3871,38.44413,99.63871,349.48376,62.20986,78.1319
140.83925,36.893776,96.58392,229.39964,48.257576,94.560036
125.688034,34.709843,95.0688,127.722626,53.68191,95.27226
114.74861,35.4602,93.97486,330.4879,44.058964,84.45121
173.4268,34.732994,99.84268,257.29813,41.361366,91.77019
152.45422,32.80739,97.74542,57.0961,62.03186,84.14589
156.45226,37.00273,98.145226,235.64471,62.954147,88.02724
148.88057,34.153206,97.388054,119.8119,57.18382,94.481186
178.8649,35.330055,99.61351,244.89,58.363255,93.011
157.54718,34.821693,98.254715,274.6401,56.400623,90.03599
121.22416,36.87627,94.62241,429.51007,46.974815,74.548996
132.16098,36.97356,95.716095,328.4922,60.32537,84.00004
129.15715,38.066467,95.41572,172.19714,41.904522,99.71971
132.64659,37.953224,95.764656,191.50912,60.659027,97.03104
156.55444,35.03307,98.15544,265.458,49.804756,90.9542
119.801796,31.541122,94.48018,136.2164,61.70829,92.70506
136.61363,34.741787,96.16136,308.05057,42.502655,86.69495
167.99257,36.904953,99.299255,230.44771,52.696846,94.45523
125.59844,33.502525,95.059845,288.52347,38.07726,88.64765
165.56297,31.979126,99.0563,323.217,62.33183,80.51464
153.61398,33.71837,97.8614,207.34135,49.126602,96.76586
166.23549,33.0365,99.12355,230.35127,58.35646,94.464874
146.52309,37.445847,97.152306,264.05597,64.374214,82.34598
151.53244,31.803572,97.653244,251.75925,39.27873,92.32407
141.2941,36.890892,96.62941,249.36755,61.094376,90.3745
176.91815,33.23227,99.80818,154.83731,57.953415,97.983734
143.64725,39.341133,96.86472,177.81523,55.208942,99.718475
181.11554,34.12922,99.38844,235.37993,50.194164,93.962006
132.85703,36.783257,95.785706,272.3323,44.262787,90.26677
142.28453,32.92023,96.728455,87.693726,62.30607,86.657234
143.21295,30.012577,96.8213,213.11624,49.552536,96.18838
177.73045,34.598038,99.72695,266.2261,41.02298,90.87739
151.77359,33.050316,97.67736,149.09799,59.058304,97.4098
128.77193,33.7141,95.37719,200.06232,51.60797,97.49377
149.3341,32.91367,97.43341,235.09186,59.444557,93.990814
138.69168,32.606438,96.36917,434.3379,73.39516,47.275894
161.07036,34.705196,98.60703,311.82898,61.381527,83.55405
138.39117,35.783604,96.33912,298.074,45.04851,87.6926
155.4784,36.81866,98.04784,372.24414,60.032528,80.21053
144.51364,32.1382,96.95136,198.55066,70.613815,76.417305
176.84709,38.133247,99.81529,345.83,51.43824,82.917
168.81108,35.89211,99.38111,279.61984,55.034508,89.53802
136.21596,34.38652,96.1216,259.76782,50.670944,91.52322
151.97615,37.206203,97.69762,295.30054,58.656826,87.96995
133.25967,34.925224,95.825966,246.39392,61.55996,89.74069
153.12772,35.53608,97.812775,334.31073,58.7844,84.068924
147.02957,34.935135,97.20296,399.03915,61.34246,74.91116
170.54231,34.74105,99.55423,226.39665,62.92967,89.001
144.01236,36.954227,96.90124,197.52266,62.38545,92.97684
155.88795,33.32055,98.0888,163.13103,49.528732,98.8131
146.52403,34.05281,97.152405,281.33432,59.874428,89.36657
134.72841,38.18079,95.97284,359.39044,50.772453,81.56096
134.24672,35.70127,95.924675,336.7144,62.83766,78.15324
161.54839,34.91816,98.65484,248.38138,55.07747,92.661865
159.86276,36.308277,98.486275,229.88098,66.62637,81.259155
138.76509,34.57967,96.37651,231.4532,54.290306,94.35468
167.62129,31.740587,99.26213,148.27077,50.782516,97.32708
158.32281,35.657852,98.33228,138.48332,45.97979,96.348335
153.48036,36.080387,97.84804,52.417507,50.903183,87.74175
122.3982,31.950474,94.73982,133.79459,55.11717,95.879456
155.89697,35.28203,98.0897,204.35687,60.10421,96.855896
145.1454,32.84638,97.01454,207.99925,55.596077,96.70007
140.6721,35.359577,96.56721,350.066,57.406303,82.4934
139.55432,32.503407,96.45543,197.69745,56.43302,97.730255
131.46162,35.154205,95.646164,260.29718,40.265553,91.47028
129.14476,33.69044,95.414474,133.86356,50.023994,95.88635
144.38281,34.34609,96.93828,251.6909,52.11441,92.33091
150.65834,37.839924,97.565834,375.43924,58.566666,79.95608
137.53389,36.50365,96.25339,148.23856,68.91511,79.49364
127.584526,34.693867,95.25845,69.79038,61.38906,86.70091
173.9445,35.971115,99.89445,178.96706,58.582085,99.603294
149.25163,35.4664,97.42516,212.36111,47.46267,96.263885
136.51006,38.995827,96.15101,298.82632,55.189312,87.61737
139.21338,36.004917,96.42134,278.58362,66.04358,77.55448
165.30856,33.01767,99.03085,374.0869,57.157745,80.09131
171.53078,36.224937,99.653076,173.56738,60.145725,99.565285
163.05164,30.994864,98.80516,160.76677,47.87996,98.576675
149.6379,35.35913,97.46379,289.36108,58.977543,88.56389
165.03847,31.767479,99.003845,179.05774,55.653282,99.59422
139.35353,33.864323,96.435356,216.9071,48.010895,95.80929
146.56987,34.922234,97.15699,365.6287,60.284218,80.3687
136.34065,33.958286,96.13406,222.8895,54.699585,95.21105
140.94406,35.170223,96.594406,200.11684,53.074516,97.48832
153.82695,35.176247,97.8827,280.66766,49.37969,89.433235
157.0492,38.68007,98.20492,203.03828,39.582577,97.196175
175.80392,34.68599,99.91961,279.2776,58.685577,89.57224
150.69014,32.49119,97.569016,298.0746,52.814083,87.69254
150.23416,37.030914,97.523415,204.87477,49.95823,97.01252
156.1268,35.84277,98.11268,216.54408,71.066765,73.71206
134.35858,31.92595,95.93586,288.25452,53.209686,88.674545
157.23946,35.925323,98.223946,240.04276,55.07003,93.49573
146.73965,34.191334,97.173965,222.77063,39.96243,95.22294
157.3695,33.993557,98.23695,200.41034,66.2681,84.922775
168.7167,36.897453,99.37167,162.75577,48.79988,98.77557
126.932526,37.53326,95.19325,150.51195,59.597134,97.55119
148.36186,34.580364,97.33619,215.39919,55.03293,95.96008
178.79042,31.640095,99.62096,270.64536,44.259186,90.43546
148.70673,37.507954,97.370674,224.8784,61.865112,91.28194
154.0818,34.549126,97.90818,126.32936,55.722946,95.132935
167.09677,32.506363,99.20968,194.7309,62.83679,92.35333
145.2757,32.56692,97.02757,165.07765,48.990574,99.00777
148.78943,36.14623,97.378944,217.68694,58.605164,95.73131
145.57072,33.27218,97.057076,244.48404,51.256744,93.0516
152.80058,31.899725,97.78006,213.64674,44.054073,96.13532
150.8624,34.892403,97.58624,343.274,57.31303,83.1726
139.89032,33.8981,96.48903,178.78084,65.49695,88.62802
163.70012,37.51013,98.87001,398.54565,60.369194,76.90704
154.7575,36.66251,97.97575,222.41373,60.74472,93.76919
117.98593,39.057735,94.29859,258.71472,51.86278,91.628525
138.82187,40.81786,96.38219,329.17697,65.863625,72.85506
145.58272,37.05632,97.05827,208.06328,51.178802,96.69367
150.92096,36.00505,97.592094,286.8655,61.911987,84.98947
164.84766,35.468895,98.984764,252.94347,56.15331,92.20565
149.29,32.648365,97.429,281.87665,51.885223,89.31233
132.88588,34.926964,95.78859,197.56378,64.055504,89.632614
167.1585,35.547226,99.21585,229.26578,68.93013,76.713165
175.91414,36.999245,99.908585,146.41644,59.366226,97.14165
147.63022,37.329803,97.26302,348.90872,48.824234,82.60913
156.83847,34.852234,98.183846,478.34302,50.68213,69.665695
140.80667,33.92316,96.580666,296.9793,60.315918,87.170235
143.77773,37.130806,96.87777,194.50664,56.245407,98.04934
132.91222,31.546669,95.79122,377.7452,51.386765,79.72548
139.24461,34.66034,96.42446,194.57297,60.83573,96.37124
156.03624,33.101257,98.10362,231.9492,60.08998,94.125114
154.69052,34.9825,97.969055,197.15108,51.566723,97.78489
148.0131,35.86937,97.30131,417.61615,47.88752,75.73839
151.25124,35.87753,97.62512,11.735821,57.749302,83.673584
149.04865,31.955854,97.40486,324.5746,51.000458,85.04254
167.28255,32.505157,99.22826,264.52103,58.15853,91.0479
123.06944,35.160934,94.806946,303.63193,60.42758,86.28165
148.51952,36.49814,97.35195,223.94377,57.64196,95.10562
143.6349,34.774933,96.86349,237.5684,53.19696,93.74316
139.394,37.817535,96.4394,304.19852,59.73814,87.08015
150.54697,36.09752,97.554695,385.53107,54.209167,78.94689
143.05264,35.197655,96.80527,210.08115,58.008034,96.49188
158.03397,32.151657,98.3034,247.63765,48.069756,92.73624
147.50642,36.678444,97.25064,289.47406,57.098312,88.5526
124.453354,32.344368,94.945335,131.5804,63.54657,88.5649
121.1162,34.96094,94.61162,261.04855,53.559475,91.39514
118.41511,30.020536,94.34151,242.91869,44.83479,93.20813
153.38655,33.960835,97.83865,196.90935,59.241184,97.80907
167.4672,32.651157,99.24672,259.47647,60.265892,91.02057
141.44196,33.260693,96.644196,218.00134,64.56696,86.56594
135.45563,31.936054,96.04556,78.86415,54.668488,90.38641
138.27501,34.84054,96.3275,198.9588,65.05061,87.50289
151.17009,32.681305,97.61701,189.337,47.284664,98.5663
137.90828,35.50698,96.290825,231.67921,51.87408,94.33208
145.70612,34.885635,97.07061,319.9114,58.664757,85.50886
136.30838,32.226048,96.13084,168.52744,53.08388,99.352745
121.60675,35.647404,94.660675,202.88557,54.245304,97.21144
161.925,35.315247,98.6925,128.63379,54.613647,95.36338
145.15875,37.90173,97.01588,212.09055,64.375,87.54095
184.82112,38.224262,99.01789,349.63565,47.9625,82.53644
150.22002,30.981922,97.522,170.81874,59.201332,99.58187
138.9417,33.781773,96.39417,239.70464,57.732414,93.52953
171.45277,32.630047,99.64528,308.97525,54.04756,86.60248
140.46768,35.09323,96.54677,220.74747,63.894764,87.63573
129.93985,34.33083,95.49399,158.34927,61.846203,94.642525
154.72862,34.80159,97.97286,291.30615,51.39044,88.369385
166.57193,34.785294,99.157196,311.25366,63.37446,79.62572
159.48022,35.812157,98.44802,216.71326,66.06563,83.69742
140.90443,35.501965,96.59045,324.6231,51.804615,85.03769
145.172,35.22717,97.0172,260.326,66.06907,79.32926
147.49294,34.757618,97.24929,352.21982,70.15019,61.97763
140.69371,34.029217,96.569374,143.32434,59.46982,96.832436
135.28252,41.48098,96.02825,323.67892,68.44006,68.25198
141.78178,34.57369,96.67818,257.99466,65.23573,81.229065
135.50026,33.18778,96.050026,331.61386,53.767326,84.338615
134.7463,37.913403,95.97463,194.86827,45.34641,98.013176
116.93144,37.20475,94.193146,159.25732,42.06441,98.425735
139.87262,37.4663,96.48726,162.54893,61.18402,96.38685
141.02023,34.001328,96.60202,224.9605,54.10669,95.00395
131.78723,33.354347,95.67873,342.7563,61.979103,79.26617
154.97725,36.888218,97.99773,241.45244,28.597023,93.35476
149.71841,34.906067,97.47184,256.99292,47.91276,91.800705
164.82175,39.02944,98.98218,338.75735,62.0429,79.53847
142.78523,35.925148,96.77853,228.90831,50.140343,94.60917
150.9436,33.68416,97.59436,321.20587,53.090313,85.37941
166.586,33.221672,99.1586,214.3701,59.05931,96.06299
179.97531,36.593212,99.50247,225.42126,64.6546,85.64867
151.92996,34.41745,97.69299,59.968605,46.810497,88.49686
164.6799,36.473038,98.96799,266.98532,39.864346,90.80147
159.2184,36.15741,98.42184,298.26404,46.0343,87.6736
173.18636,33.374363,99.818634,395.68884,52.03039,77.931114
148.63812,36.342484,97.363815,368.91974,52.46097,80.608025
143.45947,37.07738,96.84595,172.57812,53.14288,99.75781
137.24648,35.688644,96.22465,197.28822,51.860626,97.77118
158.97028,33.182087,98.397026,209.18095,49.50114,96.5819
135.09024,35.486904,96.009026,306.7957,57.147873,86.820435
144.36375,36.926865,96.93638,336.3179,52.184673,83.86821
144.20917,35.427452,96.92091,269.1795,50.310493,90.58205
166.83449,31.843262,99.18345,231.63834,59.457203,94.33617
109.37064,38.050407,93.437065,352.75287,55.170837,82.22472
129.3167,33.46211,95.43167,147.14926,52.46071,97.21493
157.67426,36.244896,98.267426,229.15604,40.613556,94.5844
158.73679,32.950363,98.37368,301.6743,69.15866,69.01525
171.2029,36.17907,99.62029,259.3952,56.38909,91.56048
138.91534,32.786476,96.39153,220.22823,63.13705,89.20308
140.8926,37.300972,96.58926,169.85107,45.661743,99.48511
155.22406,35.714924,98.02241,205.04628,55.399582,96.99537
118.06773,34.672367,94.30677,176.60417,53.467926,99.839584
165.28365,32.75853,99.028366,253.48207,42.106987,92.151794
148.14055,35.64119,97.31406,227.12173,44.479744,94.78783
159.61142,35.140553,98.46114,335.03247,59.320717,83.99675
139.3798,33.20716,96.43798,223.76505,60.395233,94.33303
153.85239,32.10344,97.88524,133.02777,50.6541,95.80278
139.05864,33.300938,96.40586,336.57254,56.469948,83.84274
131.11888,35.12445,95.611885,194.28178,53.696297,98.07182
147.27415,36.95947,97.22742,247.09103,49.214775,92.79089
137.74324,38.886986,96.27432,158.78459,58.7307,98.378456
171.25484,34.67618,99.62548,214.15402,56.09803,96.084595
152.9225,37.1233,97.79225,250.13042,53.951633,92.48696
133.45515,29.843065,95.84551,245.69484,53.621758,92.93052
191.57234,36.57154,98.342766,187.90698,60.296684,98.11594
152.96194,34.4603,97.796196,131.85886,52.561443,95.68588
161.98082,33.262127,98.69808,362.48892,56.058807,81.25111
131.04889,35.030468,95.60489,227.28986,64.05043,86.67015
159.243,33.6553,98.4243,320.5596,57.005325,85.44404
154.00145,36.498493,97.90015,249.22191,58.420612,92.57781
142.31993,36.399136,96.731995,207.76015,58.34072,96.72398
148.97038,36.996967,97.39704,344.04352,43.73665,83.09565
137.32452,35.558258,96.23245,192.90845,63.45887,91.29141
136.90025,36.10176,96.190025,205.59282,45.3472,96.94072
161.23805,33.119133,98.6238,124.36744,60.40973,94.11729
145.41528,34.357643,97.04153,304.3919,54.458992,87.06081
178.11952,37.17207,99.68805,200.0952,52.416344,97.49048
169.6994,36.69811,99.46994,283.6352,56.323902,89.13648
128.89114,35.574203,95.389114,123.18782,62.349506,90.11977
113.65835,33.856583,93.86584,153.72745,45.601486,97.87274
124.641235,34.58802,94.96413,296.88022,66.53631,74.739365
162.73935,36.116997,98.77393,365.15558,51.86644,80.98444
149.90279,34.88406,97.49028,263.65604,42.420593,91.1344
153.11195,33.265095,97.811195,356.74,49.710564,81.826004
158.5297,37.006466,98.35297,226.35228,59.106556,94.86477
165.05698,34.56441,99.0057,290.9606,65.92046,76.56301
140.5678,34.301777,96.55678,17.268677,50.31491,84.22687
149.14764,32.958363,97.414764,250.62105,58.89413,92.4379
142.27034,34.314747,96.727036,243.75331,63.60734,85.90999
123.91546,34.162445,94.89155,177.88835,45.68322,99.71117
120.946556,30.121664,94.59466,355.64224,44.265457,81.935776
155.14886,34.35051,98.014885,159.03445,56.709633,98.40344
161.24185,36.98266,98.62418,416.7884,61.454346,72.91247
161.26271,34.36638,98.626274,330.28946,65.62397,73.223114
124.2592,33.562477,94.92592,269.8999,37.0872,90.51001
157.26697,34.65781,98.2267,195.71376,54.955902,97.92863
137.45009,37.282524,96.24501,129.35036,56.298737,95.435036
146.45474,32.203953,97.14548,207.41064,68.09391,80.57111
136.03079,33.943077,96.10308,349.05746,45.896965,82.59425
160.32442,31.354698,98.53244,309.391,39.827824,86.5609
164.67288,34.906662,98.967285,289.1274,65.76199,77.06327
152.47102,32.571476,97.7471,203.7855,55.775326,97.12145
139.0936,32.32985,96.40936,288.2617,65.99738,76.67906
157.02481,35.76305,98.202484,301.65622,57.180656,87.33438
149.58649,35.97373,97.45865,225.95134,37.372185,94.90487
183.62622,36.089695,99.137375,180.47208,59.542908,99.45279
162.01059,34.533195,98.70106,290.64307,62.243317,83.94906
126.06811,37.63556,95.10681,307.59424,65.60901,75.52256
147.8959,34.130295,97.28959,304.7199,58.72265,87.02801
148.02832,35.251297,97.30283,295.563,53.238262,87.9437
198.03111,31.84643,97.69689,316.00687,61.99871,81.90189
155.82205,36.846603,98.08221,263.6,53.472237,91.14
138.03334,35.80705,96.30334,236.1563,48.45973,93.88437
170.68604,34.721767,99.5686,241.4349,43.247437,93.35651
159.85101,38.302383,98.4851,285.18253,49.536,88.98175
156.71075,37.108425,98.171074,152.2531,62.20108,93.32315
158.24637,34.63474,98.32464,171.29329,65.38257,88.86419
151.66653,33.81155,97.66666,171.96759,60.018585,99.65959
134.89082,35.43313,95.98908,221.08403,61.748795,91.894005
154.8622,39.40873,97.98622,221.7895,70.3305,74.66006
126.74366,38.011215,95.17436,273.14713,45.130398,90.18529
171.06418,31.704683,99.606415,238.15839,66.67845,80.327255
154.95572,37.372025,97.995575,160.25346,52.622734,98.525345
151.46732,33.506844,97.64673,295.4884,64.37569,79.19978
147.40546,34.46794,97.24055,221.317,48.718594,95.3683
158.73863,35.375973,98.37386,199.21358,49.012535,97.57864
142.95856,36.942406,96.79585,307.31778,51.39941,86.76822
148.77856,36.168446,97.37785,287.27478,53.165943,88.77252
157.29192,34.00053,98.229195,190.95047,41.75962,98.40495
131.92328,35.253014,95.69233,329.99957,48.761772,84.500046
152.4358,34.774117,97.74358,319.0502,46.52391,85.59498
174.13928,35.589783,99.913925,342.7113,49.716637,83.22887
142.52211,32.651497,96.75221,183.60695,72.28529,74.56872
149.737,35.16536,97.4737,201.7583,57.59839,97.32417
154.21104,36.680748,97.921104,312.20453,49.916092,86.27955
116.581505,35.161224,94.15815,196.26062,57.555004,97.87394
142.79968,36.45507,96.77997,428.43,42.014977,74.657
139.65797,30.790901,96.4658,246.20345,57.802856,92.879654
152.11215,34.801228,97.71121,109.21723,58.009346,93.42172
177.06496,31.99309,99.7935,268.71957,36.58737,90.628044
153.50548,35.132584,97.85055,256.71457,59.78397,91.828545
147.61818,33.367302,97.26182,235.31635,55.58191,93.96837
158.53244,33.519005,98.35324,322.52896,42.834633,85.2471
129.86382,33.705147,95.48638,243.75047,50.51385,93.124954
146.6421,32.71611,97.16421,315.47495,53.13687,85.95251
168.20088,38.58375,99.32009,226.258,55.911312,94.8742
153.90793,33.59655,97.89079,245.87738,41.368282,92.91226
166.42606,32.277676,99.14261,87.61612,52.389328,91.26161
134.18652,33.009506,95.918655,404.1951,55.080376,77.08049
159.2585,36.132523,98.42585,340.8657,51.832367,83.41343
128.55971,30.13489,95.35597,320.29355,47.601833,85.47064
109.13046,34.684494,93.41305,409.69827,57.42138,76.530174
136.14859,32.021088,96.11486,189.83534,51.17952,98.516464
135.91762,35.02717,96.09176,264.27896,40.8583,91.072105
173.29713,31.787874,99.82971,328.44458,61.094597,82.46635
132.7386,33.733982,95.77386,307.86365,65.59556,75.52252
143.88963,35.429268,96.88896,294.51834,48.52074,88.048164
160.48494,35.341354,98.54849,165.31377,58.741215,99.03138
146.59027,34.07742,97.15903,267.56754,50.991817,90.74325
165.50021,39.929756,99.05002,308.62024,67.0444,72.54917
129.02425,34.9251,95.40243,150.94362,55.442795,97.59436
161.27509,37.513573,98.62751,258.18066,58.16002,91.68193
145.63159,35.387276,97.063156,202.0378,67.885056,81.52611
151.35966,36.97421,97.63596,201.29485,50.84947,97.370514
140.79031,38.32225,96.57903,169.7471,62.498158,94.47839
153.77757,35.788754,97.877754,153.61772,67.00792,83.84593
137.88742,34.721046,96.28874,263.43866,49.776764,91.156136
161.03397,33.223984,98.60339,314.17142,57.424835,86.082855
154.5929,38.32108,97.95929,347.3926,52.89974,82.76074
147.21533,36.566208,97.221535,349.29416,63.503284,75.56402
143.16467,34.07297,96.81647,402.6061,50.64344,77.23939
133.35991,34.998535,95.83599,198.57458,49.09187,97.64254
152.89696,36.788643,97.789696,235.08197,60.027805,93.936195
184.41232,32.303455,99.05877,279.21875,68.865616,71.84689
142.60768,33.026108,96.760765,200.84343,67.5649,82.28585
150.50815,35.719856,97.55081,164.563,49.14934,98.9563
135.90488,34.804356,96.090485,318.48413,40.963356,85.65159
118.44494,34.55018,94.3445,350.22964,45.091797,82.477036
158.77956,32.60029,98.37795,162.84279,65.2482,88.28788
162.68292,31.823946,98.768295,254.01378,53.821365,92.098625
149.04828,31.915537,97.40483,299.48724,57.217457,87.55128
133.0307,32.262787,95.80307,344.4764,66.758026,69.53631
153.76884,32.711468,97.876884,243.18306,61.778095,89.6255
126.605804,36.34892,95.16058,266.97314,52.32402,90.80269
134.77205,35.209846,95.9772,355.2352,54.87439,81.97648
132.45406,35.021175,95.74541,309.66446,57.105476,86.533554
171.18942,32.868156,99.61894,236.7254,49.79788,93.82746
136.76079,36.769333,96.17608,221.98212,77.59882,60.10414
155.85893,34.294205,98.08589,102.83726,56.64834,92.78372
130.20737,36.529694,95.52074,280.23972,52.414062,89.47603
125.358734,32.938637,95.03587,240.25746,57.713287,93.47425
137.41823,37.016655,96.24182,424.6968,50.835087,75.03032
142.9287,33.484505,96.79287,315.12582,39.218864,85.98742
145.94548,33.99729,97.09455,288.5366,54.034252,88.64634
167.65617,35.106316,99.26562,124.71879,64.34603,86.279816
164.82861,35.75796,98.982864,364.51633,51.640198,81.04837
180.22746,39.112827,99.47726,159.9367,66.734276,85.025116
133.49074,36.732594,95.849075,266.06985,45.42236,90.89301
181.39926,34.045883,99.36008,188.52097,50.044914,98.6479
168.87386,33.480442,99.38738,133.91805,52.365967,95.89181
158.18195,38.004982,98.31819,453.12915,46.92821,72.18709
142.39761,35.974136,96.73976,311.39243,50.239662,86.360756
165.53651,36.359436,99.05365,218.33002,58.774536,95.667
142.79626,36.804283,96.779625,213.12337,53.581333,96.18766
159.27753,33.697502,98.42775,241.7881,45.18333,93.32119
170.82822,32.13832,99.582825,349.03265,35.29962,82.59673
173.3723,32.116203,99.83723,95.066635,67.06604,77.87458
142.31143,38.47782,96.73114,296.72504,62.866325,82.09485
164.27455,35.79421,98.92745,388.3553,69.45713,59.750214
166.70529,35.459267,99.17053,269.8296,38.412376,90.517044
147.139,35.6722,97.2139,291.02576,61.53734,85.32275
148.71304,34.653442,97.37131,266.42017,54.433838,90.85799
135.92645,33.945717,96.09264,295.51245,64.68948,78.569786
169.09456,36.123573,99.409454,220.36389,60.17997,95.10367
137.19629,35.99276,96.21963,295.54318,48.701397,87.94568
163.1895,33.896687,98.81895,240.32536,55.63842,93.46746
157.00461,36.03559,98.20046,256.71823,58.32657,91.82818
142.70532,34.706337,96.77053,215.37251,67.462654,81.03744
163.22325,33.17501,98.82233,191.0798,55.001877,98.39202
144.25887,37.05889,96.92589,301.5654,59.96696,87.34346
151.8237,34.53842,97.68237,144.6662,58.284637,96.96662
164.22287,33.759808,98.92229,413.77997,58.361145,76.122
190.45573,33.846245,98.45443,280.08316,54.361416,89.491684
155.6571,36.354836,98.06571,424.33264,44.567974,75.066734
160.05536,33.879204,98.50554,278.04016,52.39686,89.695984
127.81726,34.118904,95.28172,346.61026,66.89898,69.041016
151.14001,36.85513,97.614,448.07568,56.478302,72.69243
147.79073,35.638718,97.279076,230.46477,44.887913,94.45352
126.82429,38.536766,95.18243,320.22464,67.817505,69.84253
126.93903,37.145638,95.1939,271.13843,47.985996,90.386154
133.46204,33.64285,95.84621,279.31796,53.4208,89.56821
153.833,33.238853,97.8833,129.88326,58.666206,95.48833
163.711,37.40466,98.8711,133.2705,60.941307,93.944435
159.6119,38.782635,98.46119,328.33472,50.76673,84.66653
143.83867,33.62765,96.883865,192.64583,47.262505,98.23542
171.94348,36.53151,99.69435,270.8993,57.837643,90.41007
157.2801,39.00061,98.22801,178.18727,67.05831,85.56465
172.41898,34.082893,99.7419,317.1996,55.75775,85.780045
169.05786,34.27071,99.405785,215.91895,60.233437,95.44123
122.832054,41.005257,94.7832,272.1791,53.567474,90.28209
162.46664,34.670715,98.746666,126.02977,52.25124,95.102974
153.32,37.682537,97.832,189.22737,60.456944,97.663376
156.43652,35.286507,98.143654,159.6509,55.49449,98.46509
140.10931,36.379753,96.51093,177.17322,42.998756,99.78268
142.0243,35.511063,96.70243,290.8146,61.632633,85.153275
